code,category,date,time_start,time_end,location
259,住宅竊盜,2015-05-08,08,10,臺北市大安區車層里忠孝東路4段216巷19弄1~30號
260,住宅竊盜,2015-05-08,14,16,臺北市北投區大屯里復興三路521巷1~30號
261,住宅竊盜,2015-05-09,12,14,臺北市士林區聖山里20鄰忠義街46巷1~30號
262,住宅竊盜,2015-05-10,04,06,臺北市大安區虎嘯里樂業街15巷1~30號
263,住宅竊盜,2015-05-10,12,14,臺北市內湖區新明路380巷9弄1~30號
264,住宅竊盜,2015-05-10,14,16,臺北市中山區中山北路1段91~120號
265,住宅竊盜,2015-05-11,22,24,臺北市萬華區萬大路322巷55弄1~30號
266,住宅竊盜,2015-05-12,10,12,臺北市北投區開明里珠海路107巷1~30號
267,住宅竊盜,2015-05-12,12,14,臺北市中正區文祥里金山南路一段91~120號
268,住宅竊盜,2015-05-12,20,22,臺北市松山區延壽街61~90號
269,住宅竊盜,2015-05-13,16,18,臺北市松山區健康路7巷1~30號
270,住宅竊盜,2015-05-13,20,22,臺北市信義區五全里永吉路181~210號
271,住宅竊盜,2015-05-14,10,12,臺北市內湖區康寧路3段245巷31~60號
272,住宅竊盜,2015-05-14,12,14,臺北市文山區樟新里木新路3段301~330號
273,住宅竊盜,2015-05-15,06,08,臺北市萬華區中華路2段481~510號
274,住宅竊盜,2015-05-15,12,14,臺北市內湖區麗山街46巷5弄1~30號
275,住宅竊盜,2015-05-15,12,14,臺北市內湖區康寧路1段156巷7弄1~30號
276,住宅竊盜,2015-05-15,18,20,臺北市北投區榮光里致遠一路2段40巷1弄1~30號
277,住宅竊盜,2015-05-18,12,14,臺北市中正區黎明里信陽街1~30號
278,住宅竊盜,2015-05-18,14,16,臺北市萬華區東園街66巷1~30號
279,住宅竊盜,2015-05-21,18,20,臺北市北投區文化里文化三路1~30號
280,住宅竊盜,2015-05-21,22,24,臺北市士林區福志里24鄰中山北路5段756巷1~30號
281,住宅竊盜,2015-05-22,18,20,臺北市中正區板溪里南昌路2段91~120號
282,住宅竊盜,2015-05-23,10,12,臺北市松山區南京東路5段291巷44弄1~30號
283,住宅竊盜,2015-05-23,10,12,臺北市松山區南京東路5段59巷28弄1~30號
284,住宅竊盜,2015-05-25,20,22,臺北市文山區試院里木柵路1段31~60號
285,住宅竊盜,2015-05-26,06,08,臺北市北投區洲美里洲美街81巷1~30號
286,住宅竊盜,2015-05-26,16,18,臺北市中山區錦州街181~210號
287,住宅竊盜,2015-05-26,22,24,臺北市中山區林森北路119巷1~30號
288,住宅竊盜,2015-05-28,06,08,臺北市文山區萬祥里興隆路1段70巷1~30號
289,住宅竊盜,2015-05-28,20,22,臺北市士林區永倫里6鄰社中街426巷1~30號
